-3.072659689310586,-59.99097476495941
-3.0726682710549404,-59.990977457951765
-3.072677167773006,-59.99097877365999
-3.0726859823398924,-59.99098055979657
-3.0726949065666616,-59.99098167309997
-3.0727000457857625,-59.99098906384289
-3.072705398976349,-59.99098182702484
-3.072711826671143,-59.99097552810039
-3.072718182070747,-59.99096915603098
-3.072727088014245,-59.99097040758113
-3.0727360073219083,-59.99096925542153
-3.0727445541048306,-59.99096645314169
-3.0727531505980816,-59.99096380774592
-3.072761804305506,-59.990961356558714
