-3.0726507,-59.9909745,0
-3.072659689310586,-59.99097476495941,0
-3.0726682710549404,-59.990977457951765,1
-3.072677167773006,-59.99097877365999,2
-3.0726859823398924,-59.99098055979657,3
-3.0726949065666616,-59.99098167309997,4
-3.072652095913525,-59.990983396997485,0
-3.072696680715454,-59.99097284393881,5
-3.0727000457857625,-59.99098906384289,5
-3.072705398976349,-59.99098182702484,8
-3.072644649710254,-59.99096783672242,0
-3.072711826671143,-59.99097552810039,9
-3.072718182070747,-59.99096915603098,11
-3.072727088014245,-59.99097040758113,12
-3.0727360073219083,-59.99096925542153,13
-3.0727349444529715,-59.99096602474273,13
-3.0726861611005156,-59.99098956416835,4
-3.0726480856610734,-59.99095951380365,10
-3.072700317132234,-59.99099806589376,8
-3.072642306496134,-59.990977733704376,0
-3.0726566700713343,-59.99095682934612,17
-3.0726545663936613,-59.99099205666811,6
-3.072657464397717,-59.99100058240131,21
-3.072653111085059,-59.99096582355653,0
-3.0727088372091917,-59.991000948578616,18
-3.0726498091139116,-59.990974200687496,23
-3.072694480723106,-59.99099121396465,18
-3.0727445541048306,-59.99096645314169,14
-3.0726911950498565,-59.99097322085143,4
-3.0726996949255097,-59.99096435870939,7
-3.0726620595840326,-59.99098345267315,1
-3.0726619774981634,-59.990964316589334,23
-3.072738346372321,-59.990977951618646,14
-3.0726508133494708,-59.990961278457696,10
-3.0726485490711273,-59.99100176505809,22
-3.072719163423129,-59.990980736528506,11
-3.0727531505980816,-59.99096380774592,27
-3.072693929143727,-59.99100440519796,18
-3.0726568040855717,-59.99096583449701,20
-3.0727494368642043,-59.99097201013618,36
-3.072635739620907,-59.99096661512425,10
-3.0726335757446375,-59.99097557382279,19
-3.072641080253617,-59.99097636822142,25
-3.0726592339662333,-59.99099175231869,22
-3.0727445378741,-59.99096121583628,36
-3.0726420557435885,-59.990995534010175,34
-3.0727399550406123,-59.99098681251567,32
-3.0727139473788525,-59.99098807309756,35
-3.072752207406857,-59.99098057825982,39
-3.072761804305506,-59.990961356558714,36
